ZIP,NUM_OF_EVS,NUM_OF_CHARGERS,EV_CHARGER_RATIO
27563,8.0,0.0,inf
27571,16.0,0.0,inf
27601,12.0,14.0,0.8571428571428571
27605,18.0,1.0,18.0
27608,64.0,1.0,64.0
27551,7.0,0.0,inf
27970,7.0,0.0,inf
28692,10.0,0.0,inf
27830,9.0,0.0,inf
27851,7.0,0.0,inf
28333,9.0,1.0,9.0
28635,6.0,0.0,inf
28642,8.0,0.0,inf
28651,8.0,0.0,inf
28659,14.0,0.0,inf
28665,7.0,0.0,inf
28669,8.0,0.0,inf
28670,10.0,0.0,inf
28685,7.0,0.0,inf
28697,14.0,4.0,3.5
27813,6.0,0.0,inf
27873,6.0,0.0,inf
27011,9.0,0.0,inf
27018,9.0,0.0,inf
58562,6.0,0.0,inf
58639,10.0,0.0,inf
58646,7.0,0.0,inf
58649,6.0,0.0,inf
58650,6.0,0.0,inf
58027,7.0,0.0,inf
58031,7.0,0.0,inf
58046,7.0,0.0,inf
58049,7.0,0.0,inf
58056,6.0,0.0,inf
58062,6.0,0.0,inf
58063,6.0,0.0,inf
58064,7.0,0.0,inf
58071,6.0,1.0,6.0
58072,12.0,0.0,inf
58429,6.0,0.0,inf
58461,6.0,0.0,inf
58466,6.0,0.0,inf
58479,6.0,0.0,inf
58480,6.0,0.0,inf
58481,6.0,0.0,inf
58492,7.0,0.0,inf
58497,6.0,0.0,inf
58332,6.0,0.0,inf
58335,7.0,0.0,inf
58341,8.0,0.0,inf
58343,6.0,0.0,inf
58346,7.0,0.0,inf
58348,7.0,0.0,inf
58351,7.0,0.0,inf
58357,6.0,0.0,inf
58368,8.0,1.0,8.0
58370,6.0,0.0,inf
58374,7.0,0.0,inf
58379,6.0,0.0,inf
58380,6.0,0.0,inf
58381,7.0,0.0,inf
58386,6.0,0.0,inf
58622,7.0,0.0,inf
58627,7.0,0.0,inf
58640,8.0,0.0,inf
58642,6.0,0.0,inf
58645,6.0,0.0,inf
58318,9.0,2.0,4.5
58329,8.0,1.0,8.0
58384,6.0,0.0,inf
58711,6.0,0.0,inf
58740,7.0,0.0,inf
58748,6.0,0.0,inf
58750,6.0,0.0,inf
58760,6.0,0.0,inf
58761,7.0,0.0,inf
58762,6.0,0.0,inf
58782,6.0,0.0,inf
58783,6.0,0.0,inf
58789,6.0,0.0,inf
58793,6.0,0.0,inf
58623,8.0,0.0,inf
58643,6.0,0.0,inf
58651,7.0,0.0,inf
58653,7.0,0.0,inf
58721,6.0,0.0,inf
58727,7.0,0.0,inf
58737,6.0,0.0,inf
58746,7.0,0.0,inf
58752,6.0,0.0,inf
58755,6.0,0.0,inf
58772,6.0,0.0,inf
58773,7.0,0.0,inf
58784,8.0,0.0,inf
58477,6.0,0.0,inf
58494,6.0,0.0,inf
58521,7.0,0.0,inf
58524,6.0,0.0,inf
58532,7.0,0.0,inf
58558,7.0,0.0,inf
58560,7.0,0.0,inf
58572,6.0,0.0,inf
58579,7.0,0.0,inf
58002,6.0,0.0,inf
58004,6.0,0.0,inf
58005,7.0,0.0,inf
58006,7.0,0.0,inf
58007,6.0,0.0,inf
58011,7.0,0.0,inf
58012,8.0,0.0,inf
58015,7.0,0.0,inf
58021,6.0,0.0,inf
58029,6.0,0.0,inf
58035,6.0,0.0,inf
58036,7.0,0.0,inf
58038,6.0,0.0,inf
58042,8.0,0.0,inf
58047,18.0,0.0,inf
58048,7.0,0.0,inf
58051,7.0,0.0,inf
58052,7.0,0.0,inf
58059,7.0,0.0,inf
58079,7.0,0.0,inf
58227,7.0,0.0,inf
58229,6.0,0.0,inf
58239,6.0,0.0,inf
58249,8.0,0.0,inf
58260,6.0,0.0,inf
58269,6.0,0.0,inf
58281,6.0,0.0,inf
58282,7.0,0.0,inf
58311,6.0,0.0,inf
58323,6.0,0.0,inf
58330,6.0,0.0,inf
58338,6.0,0.0,inf
58352,6.0,0.0,inf
58355,7.0,0.0,inf
58372,6.0,0.0,inf
58377,7.0,0.0,inf
58040,7.0,0.0,inf
58413,8.0,0.0,inf
58415,6.0,0.0,inf
58433,7.0,0.0,inf
58436,7.0,0.0,inf
58439,6.0,0.0,inf
58441,7.0,0.0,inf
58456,7.0,0.0,inf
58458,7.0,0.0,inf
58474,9.0,0.0,inf
58730,7.0,0.0,inf
58765,6.0,0.0,inf
58795,6.0,0.0,inf
58830,7.0,0.0,inf
58833,6.0,0.0,inf
58844,6.0,0.0,inf
58845,6.0,0.0,inf
58856,6.0,0.0,inf
58625,6.0,0.0,inf
58626,6.0,0.0,inf
58630,6.0,0.0,inf
58636,6.0,0.0,inf
58638,7.0,0.0,inf
58652,7.0,0.0,inf
58656,7.0,0.0,inf
58356,7.0,0.0,inf
58421,9.0,0.0,inf
58445,6.0,0.0,inf
58464,6.0,0.0,inf
58542,6.0,0.0,inf
58544,7.0,0.0,inf
58549,6.0,0.0,inf
58552,7.0,0.0,inf
58573,7.0,0.0,inf
58443,6.0,0.0,inf
58455,6.0,0.0,inf
58484,6.0,0.0,inf
58621,7.0,0.0,inf
58632,6.0,0.0,inf
58654,7.0,0.0,inf
58203,16.0,1.0,16.0
58204,6.0,0.0,inf
58212,6.0,0.0,inf
58214,7.0,0.0,inf
58228,7.0,0.0,inf
58231,6.0,0.0,inf
58233,6.0,0.0,inf
58235,7.0,0.0,inf
58240,7.0,0.0,inf
58244,6.0,0.0,inf
58251,7.0,0.0,inf
58256,7.0,0.0,inf
58258,6.0,0.0,inf
58261,7.0,0.0,inf
58266,6.0,0.0,inf
58267,7.0,0.0,inf
58275,7.0,0.0,inf
58278,8.0,0.0,inf
58520,7.0,0.0,inf
58529,7.0,0.0,inf
58533,6.0,0.0,inf
58535,6.0,0.0,inf
58563,8.0,0.0,inf
58564,7.0,0.0,inf
58569,6.0,0.0,inf
58631,7.0,0.0,inf
58416,7.0,0.0,inf
58425,7.0,0.0,inf
58448,6.0,0.0,inf
58647,7.0,0.0,inf
58418,6.0,0.0,inf
58423,6.0,0.0,inf
58428,6.0,0.0,inf
58467,6.0,0.0,inf
58478,6.0,0.0,inf
58482,7.0,0.0,inf
58487,6.0,0.0,inf
58488,6.0,0.0,inf
58431,6.0,0.0,inf
58442,6.0,0.0,inf
58454,7.0,0.0,inf
58472,6.0,0.0,inf
58490,6.0,0.0,inf
58440,6.0,0.0,inf
58460,6.0,0.0,inf
58483,6.0,0.0,inf
58495,7.0,0.0,inf
58561,7.0,0.0,inf
58710,6.0,0.0,inf
58712,6.0,0.0,inf
58723,6.0,0.0,inf
58731,7.0,0.0,inf
58736,7.0,0.0,inf
58741,6.0,0.0,inf
58744,6.0,0.0,inf
58758,6.0,0.0,inf
58768,6.0,0.0,inf
58778,6.0,0.0,inf
58788,7.0,0.0,inf
58790,7.0,0.0,inf
58792,6.0,0.0,inf
58634,7.0,0.0,inf
58757,7.0,0.0,inf
58831,7.0,0.0,inf
58835,6.0,0.0,inf
58838,6.0,0.0,inf
58847,6.0,0.0,inf
58854,9.0,1.0,9.0
58531,7.0,1.0,7.0
58540,7.0,0.0,inf
58559,6.0,0.0,inf
58565,6.0,0.0,inf
58575,7.0,0.0,inf
58576,6.0,0.0,inf
58577,8.0,1.0,8.0
58716,6.0,0.0,inf
58735,6.0,0.0,inf
58756,6.0,0.0,inf
58759,7.0,0.0,inf
58770,7.0,0.0,inf
58771,6.0,0.0,inf
58775,6.0,0.0,inf
58779,6.0,0.0,inf
58523,9.0,2.0,4.5
58530,6.0,0.0,inf
58541,6.0,0.0,inf
58545,8.0,0.0,inf
58571,6.0,0.0,inf
58580,6.0,0.0,inf
58570,6.0,0.0,inf
58718,7.0,0.0,inf
58734,6.0,0.0,inf
58763,9.0,0.0,inf
58769,7.0,0.0,inf
58794,6.0,0.0,inf
58852,7.0,0.0,inf
58224,6.0,0.0,inf
58254,6.0,0.0,inf
58259,6.0,0.0,inf
58272,6.0,0.0,inf
58321,6.0,0.0,inf
58327,6.0,0.0,inf
58344,7.0,0.0,inf
58361,6.0,0.0,inf
58216,6.0,0.0,inf
58220,8.0,0.0,inf
58222,6.0,0.0,inf
58225,7.0,0.0,inf
58238,6.0,0.0,inf
58241,6.0,0.0,inf
58243,7.0,0.0,inf
58265,8.0,0.0,inf
58271,7.0,0.0,inf
58276,7.0,0.0,inf
58366,7.0,0.0,inf
58385,6.0,0.0,inf
58301,12.0,2.0,6.0
58345,6.0,0.0,inf
58382,7.0,0.0,inf
58033,6.0,0.0,inf
58054,9.0,0.0,inf
58057,6.0,0.0,inf
58060,7.0,0.0,inf
58068,7.0,0.0,inf
58069,7.0,0.0,inf
58725,6.0,0.0,inf
58787,7.0,0.0,inf
58001,6.0,0.0,inf
58008,6.0,0.0,inf
58018,6.0,0.0,inf
58030,7.0,0.0,inf
58041,7.0,0.0,inf
58053,7.0,0.0,inf
58058,6.0,0.0,inf
58061,7.0,0.0,inf
58075,12.0,2.0,6.0
58077,7.0,0.0,inf
58081,7.0,0.0,inf
58316,9.0,0.0,inf
58363,6.0,0.0,inf
58367,7.0,0.0,inf
58369,6.0,0.0,inf
58013,6.0,0.0,inf
58017,7.0,0.0,inf
58032,6.0,0.0,inf
58043,6.0,0.0,inf
58067,6.0,0.0,inf
58430,6.0,0.0,inf
58444,7.0,0.0,inf
58463,7.0,0.0,inf
58528,6.0,1.0,6.0
58538,7.0,0.0,inf
58568,7.0,0.0,inf
58620,7.0,0.0,inf
58641,6.0,0.0,inf
58655,6.0,0.0,inf
58230,7.0,0.0,inf
58274,7.0,0.0,inf
58277,6.0,0.0,inf
58401,19.0,4.0,4.75
58420,6.0,0.0,inf
58424,6.0,0.0,inf
58426,7.0,0.0,inf
58476,7.0,0.0,inf
58486,6.0,0.0,inf
58496,6.0,0.0,inf
58317,6.0,0.0,inf
58324,7.0,0.0,inf
58331,6.0,0.0,inf
58339,6.0,0.0,inf
58365,6.0,0.0,inf
58016,6.0,0.0,inf
58045,8.0,2.0,4.0
58218,7.0,0.0,inf
58219,6.0,0.0,inf
58223,6.0,0.0,inf
58257,8.0,0.0,inf
58210,6.0,0.0,inf
58237,8.0,1.0,8.0
58250,6.0,0.0,inf
58270,7.0,0.0,inf
58273,6.0,0.0,inf
58704,8.0,0.0,inf
58722,4.0,0.0,inf
58733,6.0,0.0,inf
58781,6.0,0.0,inf
58785,6.0,0.0,inf
58422,6.0,0.0,inf
58438,7.0,0.0,inf
58451,6.0,0.0,inf
58843,7.0,0.0,inf
58849,7.0,0.0,inf
58853,6.0,0.0,inf
45101,7.0,0.0,inf
45144,8.0,0.0,inf
45616,6.0,0.0,inf
45650,6.0,0.0,inf
45657,5.0,0.0,inf
45660,8.0,0.0,inf
45679,7.0,0.0,inf
45684,7.0,0.0,inf
45693,8.0,1.0,8.0
45697,9.0,0.0,inf
45804,9.0,6.0,1.5
45806,16.0,0.0,inf
45807,13.0,2.0,6.5
45808,6.0,0.0,inf
45809,6.0,0.0,inf
45810,12.0,4.0,3.0
45812,7.0,0.0,inf
45817,10.0,0.0,inf
45820,6.0,0.0,inf
45830,9.0,0.0,inf
45833,12.0,2.0,6.0
45844,7.0,0.0,inf
45850,7.0,0.0,inf
45854,6.0,0.0,inf
45877,7.0,0.0,inf
45887,7.0,0.0,inf
45894,6.0,0.0,inf
45895,18.0,1.0,18.0
45896,7.0,0.0,inf
44235,7.0,0.0,inf
44287,11.0,0.0,inf
44638,6.0,0.0,inf
44822,7.0,0.0,inf
44837,8.0,0.0,inf
44838,6.0,0.0,inf
44840,8.0,0.0,inf
44842,8.0,0.0,inf
44843,8.0,0.0,inf
44851,8.0,0.0,inf
44859,7.0,0.0,inf
44864,9.0,0.0,inf
44866,7.0,0.0,inf
44874,6.0,0.0,inf
44878,8.0,0.0,inf
44880,7.0,0.0,inf
44003,8.0,0.0,inf
44010,7.0,1.0,7.0
44030,11.0,0.0,inf
44032,6.0,0.0,inf
44041,14.0,2.0,7.0
44046,7.0,0.0,inf
44047,9.0,0.0,inf
44048,7.0,0.0,inf
44057,18.0,1.0,18.0
44062,10.0,1.0,10.0
44064,7.0,0.0,inf
44076,9.0,0.0,inf
44082,7.0,0.0,inf
44084,9.0,0.0,inf
44085,8.0,0.0,inf
44086,8.0,0.0,inf
44093,7.0,0.0,inf
44099,7.0,0.0,inf
44428,8.0,0.0,inf
43728,6.0,0.0,inf
45710,10.0,0.0,inf
45711,7.0,0.0,inf
45716,6.0,0.0,inf
45719,7.0,0.0,inf
45723,8.0,0.0,inf
45732,8.0,0.0,inf
45735,7.0,0.0,inf
45740,6.0,0.0,inf
45742,9.0,0.0,inf
45761,8.0,0.0,inf
45764,9.0,1.0,9.0
45766,10.0,0.0,inf
45776,7.0,0.0,inf
45778,6.0,0.0,inf
45780,8.0,1.0,8.0
45782,6.0,0.0,inf
43331,8.0,0.0,inf
45306,9.0,0.0,inf
45819,6.0,0.0,inf
45845,8.0,0.0,inf
45862,6.0,0.0,inf
45865,9.0,0.0,inf
45869,9.0,1.0,9.0
45870,6.0,0.0,inf
45871,9.0,0.0,inf
45885,16.0,2.0,8.0
45888,6.0,0.0,inf
43713,9.0,0.0,inf
43716,7.0,0.0,inf
43718,8.0,0.0,inf
43719,7.0,0.0,inf
43747,6.0,0.0,inf
43759,6.0,0.0,inf
43773,6.0,0.0,inf
43901,7.0,0.0,inf
43906,10.0,0.0,inf
43912,10.0,0.0,inf
43917,7.0,0.0,inf
43927,6.0,0.0,inf
43933,6.0,0.0,inf
43934,6.0,0.0,inf
43935,10.0,0.0,inf
43942,7.0,0.0,inf
43943,7.0,0.0,inf
43947,10.0,0.0,inf
43950,21.0,1.0,21.0
43951,6.0,0.0,inf
43971,7.0,0.0,inf
43973,7.0,0.0,inf
43977,7.0,0.0,inf
43983,7.0,0.0,inf
43985,6.0,0.0,inf
45106,10.0,0.0,inf
45107,9.0,0.0,inf
45118,8.0,0.0,inf
45120,9.0,0.0,inf
45121,11.0,0.0,inf
45130,7.0,0.0,inf
45131,6.0,0.0,inf
45142,8.0,0.0,inf
45148,7.0,0.0,inf
45154,8.0,0.0,inf
45167,8.0,0.0,inf
45168,7.0,0.0,inf
45171,13.0,0.0,inf
45176,12.0,2.0,6.0
45003,6.0,1.0,6.0
45015,9.0,0.0,inf
45030,18.0,0.0,inf
45050,14.0,2.0,7.0
45053,11.0,0.0,inf
45062,6.0,0.0,inf
45064,8.0,0.0,inf
45067,11.0,0.0,inf
45246,40.0,3.0,13.333333333333334
45249,76.0,6.0,12.666666666666666
45327,15.0,0.0,inf
43903,6.0,0.0,inf
43908,7.0,0.0,inf
43945,8.0,0.0,inf
43986,6.0,0.0,inf
43988,6.0,1.0,6.0
44427,7.0,0.0,inf
44607,6.0,0.0,inf
44615,14.0,0.0,inf
44620,7.0,1.0,7.0
44621,7.0,0.0,inf
44625,9.0,0.0,inf
44643,10.0,0.0,inf
44644,10.0,0.0,inf
44651,6.0,0.0,inf
44656,7.0,0.0,inf
44657,11.0,0.0,inf
44675,7.0,0.0,inf
44688,7.0,0.0,inf
44695,7.0,0.0,inf
44730,10.0,0.0,inf
43009,10.0,0.0,inf
43044,9.0,0.0,inf
43045,8.0,0.0,inf
43060,7.0,0.0,inf
43070,6.0,0.0,inf
43072,8.0,0.0,inf
43078,17.0,0.0,inf
43084,6.0,0.0,inf
43318,7.0,0.0,inf
43343,6.0,0.0,inf
43357,11.0,2.0,5.5
45312,7.0,0.0,inf
45317,7.0,0.0,inf
45344,15.0,0.0,inf
45389,6.0,0.0,inf
45502,20.0,1.0,20.0
43010,6.0,0.0,inf
43153,7.0,0.0,inf
45314,11.0,0.0,inf
45319,7.0,0.0,inf
45323,11.0,1.0,11.0
45341,7.0,0.0,inf
45349,6.0,0.0,inf
45368,11.0,0.0,inf
45369,9.0,0.0,inf
45372,6.0,0.0,inf
45387,17.0,2.0,8.5
45505,9.0,0.0,inf
45506,10.0,0.0,inf
45112,6.0,0.0,inf
45122,15.0,0.0,inf
45147,6.0,0.0,inf
45153,8.0,0.0,inf
45157,16.0,0.0,inf
45158,6.0,0.0,inf
45160,6.0,0.0,inf
45162,8.0,0.0,inf
45113,8.0,0.0,inf
45135,9.0,0.0,inf
45146,7.0,0.0,inf
45159,7.0,0.0,inf
45164,7.0,0.0,inf
45166,6.0,0.0,inf
45169,7.0,0.0,inf
45335,10.0,0.0,inf
43930,6.0,0.0,inf
43932,6.0,0.0,inf
43962,6.0,0.0,inf
43968,7.0,0.0,inf
44408,12.0,1.0,12.0
44413,8.0,0.0,inf
44423,7.0,0.0,inf
44431,8.0,0.0,inf
44432,10.0,2.0,5.0
44441,8.0,0.0,inf
44443,8.0,0.0,inf
44445,8.0,0.0,inf
44454,7.0,0.0,inf
44455,7.0,0.0,inf
44490,7.0,0.0,inf
44609,8.0,0.0,inf
44634,7.0,0.0,inf
43006,6.0,0.0,inf
43749,6.0,0.0,inf
43804,7.0,0.0,inf
43811,6.0,0.0,inf
43812,12.0,0.0,inf
43821,9.0,1.0,9.0
43822,7.0,0.0,inf
43824,7.0,0.0,inf
43832,8.0,0.0,inf
43836,6.0,0.0,inf
43840,8.0,0.0,inf
43843,7.0,0.0,inf
43844,7.0,0.0,inf
43845,7.0,1.0,7.0
44637,6.0,0.0,inf
44654,13.0,2.0,6.5
43314,11.0,0.0,inf
44818,8.0,0.0,inf
44820,14.0,2.0,7.0
44825,6.0,0.0,inf
44827,10.0,0.0,inf
44833,12.0,0.0,inf
44849,7.0,0.0,inf
44854,7.0,0.0,inf
44856,6.0,0.0,inf
44865,8.0,0.0,inf
44875,10.0,2.0,5.0
44882,12.0,0.0,inf
44887,6.0,0.0,inf
44017,20.0,1.0,20.0
44022,134.0,0.0,inf
44023,83.0,0.0,inf
44026,33.0,0.0,inf
44040,40.0,0.0,inf
44092,18.0,4.0,4.5
44103,15.0,3.0,5.0
44114,37.0,3.0,12.333333333333334
44115,12.0,2.0,6.0
44117,11.0,0.0,inf
44119,17.0,0.0,inf
44123,18.0,2.0,9.0
44126,28.0,0.0,inf
44127,7.0,0.0,inf
44132,14.0,0.0,inf
44140,61.0,0.0,inf
44141,65.0,0.0,inf
44142,11.0,0.0,inf
44149,56.0,0.0,inf
44233,35.0,0.0,inf
45303,7.0,0.0,inf
45304,8.0,0.0,inf
45308,9.0,0.0,inf
45309,16.0,0.0,inf
45318,8.0,0.0,inf
45328,6.0,0.0,inf
45332,6.0,0.0,inf
45337,6.0,0.0,inf
45346,7.0,0.0,inf
45347,9.0,0.0,inf
45348,8.0,0.0,inf
45350,6.0,0.0,inf
45351,6.0,0.0,inf
45352,6.0,0.0,inf
45358,6.0,0.0,inf
45362,7.0,0.0,inf
45380,9.0,0.0,inf
45382,7.0,0.0,inf
45383,11.0,0.0,inf
45388,6.0,0.0,inf
45390,8.0,0.0,inf
45846,7.0,0.0,inf
45883,8.0,1.0,8.0
43506,14.0,0.0,inf
43517,8.0,0.0,inf
43519,6.0,0.0,inf
43526,9.0,0.0,inf
43527,7.0,0.0,inf
43536,6.0,0.0,inf
43545,15.0,1.0,15.0
43548,6.0,0.0,inf
43549,7.0,0.0,inf
43556,6.0,0.0,inf
45813,8.0,0.0,inf
45821,7.0,0.0,inf
45831,7.0,0.0,inf
43003,8.0,0.0,inf
43011,13.0,0.0,inf
43013,8.0,0.0,inf
43021,53.0,0.0,inf
43031,19.0,0.0,inf
43061,14.0,0.0,inf
43064,36.0,3.0,12.0
43066,7.0,0.0,inf
43074,29.0,4.0,7.25
43240,17.0,18.0,0.9444444444444444
43334,11.0,0.0,inf
43342,8.0,0.0,inf
43344,9.0,0.0,inf
43356,7.0,0.0,inf
43438,7.0,0.0,inf
43464,7.0,0.0,inf
44089,27.0,0.0,inf
44811,13.0,0.0,inf
44814,10.0,0.0,inf
44824,9.0,0.0,inf
44826,7.0,0.0,inf
44839,20.0,3.0,6.666666666666667
44846,10.0,3.0,3.3333333333333335
44847,7.0,0.0,inf
44889,10.0,0.0,inf
43046,10.0,0.0,inf
43076,16.0,0.0,inf
43102,8.0,0.0,inf
43103,14.0,0.0,inf
43105,14.0,0.0,inf
43107,7.0,0.0,inf
43112,13.0,0.0,inf
43136,6.0,0.0,inf
43148,8.0,0.0,inf
43150,8.0,0.0,inf
43154,7.0,0.0,inf
43157,6.0,0.0,inf
43106,6.0,0.0,inf
43128,6.0,2.0,3.0
43142,6.0,0.0,inf
43143,10.0,0.0,inf
43145,8.0,0.0,inf
45123,8.0,0.0,inf
43002,9.0,0.0,inf
43109,6.0,0.0,inf
43125,8.0,3.0,2.6666666666666665
43126,7.0,0.0,inf
43137,7.0,1.0,7.0
43146,12.0,0.0,inf
43203,11.0,0.0,inf
43205,13.0,2.0,6.5
43217,6.0,1.0,6.0
43222,6.0,2.0,3.0
43502,11.0,1.0,11.0
43504,8.0,1.0,8.0
43515,10.0,0.0,inf
43521,7.0,0.0,inf
43532,9.0,0.0,inf
43533,7.0,0.0,inf
43540,7.0,0.0,inf
43553,6.0,0.0,inf
43557,7.0,0.0,inf
43558,15.0,0.0,inf
43567,14.0,0.0,inf
43570,8.0,2.0,4.0
45614,10.0,0.0,inf
45620,6.0,0.0,inf
45623,7.0,0.0,inf
45631,15.0,2.0,7.5
45656,7.0,0.0,inf
45658,7.0,0.0,inf
45674,6.0,0.0,inf
45678,6.0,0.0,inf
45685,7.0,0.0,inf
45686,8.0,0.0,inf
45688,6.0,0.0,inf
45760,7.0,0.0,inf
44021,9.0,1.0,9.0
44065,14.0,0.0,inf
44072,22.0,0.0,inf
44231,9.0,1.0,9.0
44234,10.0,0.0,inf
44491,7.0,0.0,inf
45305,29.0,0.0,inf
45307,6.0,0.0,inf
45316,6.0,0.0,inf
45370,19.0,0.0,inf
45384,6.0,0.0,inf
45430,24.0,0.0,inf
45432,18.0,2.0,9.0
45433,8.0,0.0,inf
45434,35.0,2.0,17.5
43722,6.0,0.0,inf
43723,7.0,0.0,inf
43724,11.0,0.0,inf
43732,7.0,0.0,inf
43736,6.0,0.0,inf
43750,6.0,0.0,inf
43755,6.0,0.0,inf
43762,8.0,2.0,4.0
43768,6.0,0.0,inf
43772,7.0,0.0,inf
43778,7.0,0.0,inf
43780,7.0,0.0,inf
43837,7.0,0.0,inf
44699,6.0,0.0,inf
45001,6.0,0.0,inf
45002,18.0,0.0,inf
45033,6.0,0.0,inf
45052,18.0,0.0,inf
45111,6.0,0.0,inf
45174,27.0,0.0,inf
45203,7.0,0.0,inf
45204,9.0,0.0,inf
45205,12.0,0.0,inf
45206,31.0,0.0,inf
45207,8.0,0.0,inf
45209,24.0,2.0,12.0
45213,21.0,0.0,inf
45214,12.0,1.0,12.0
45216,12.0,0.0,inf
45217,11.0,0.0,inf
45218,10.0,0.0,inf
45219,14.0,3.0,4.666666666666667
45220,48.0,7.0,6.857142857142857
45223,15.0,3.0,5.0
45225,8.0,0.0,inf
45226,31.0,0.0,inf
45229,23.0,1.0,23.0
45232,8.0,0.0,inf
45233,39.0,0.0,inf
45243,127.0,1.0,127.0
45252,19.0,1.0,19.0
43316,6.0,0.0,inf
43516,7.0,0.0,inf
44802,6.0,0.0,inf
44804,7.0,0.0,inf
44817,8.0,0.0,inf
44830,12.0,0.0,inf
45814,7.0,0.0,inf
45816,6.0,0.0,inf
45836,7.0,0.0,inf
45841,7.0,0.0,inf
45843,8.0,0.0,inf
45856,9.0,0.0,inf
45858,7.0,0.0,inf
45867,6.0,0.0,inf
45868,6.0,0.0,inf
45872,7.0,0.0,inf
45881,7.0,0.0,inf
45889,7.0,0.0,inf
45890,7.0,0.0,inf
43310,7.0,0.0,inf
43326,10.0,0.0,inf
43332,7.0,0.0,inf
43340,6.0,0.0,inf
43345,7.0,0.0,inf
43347,7.0,0.0,inf
45835,6.0,0.0,inf
45859,6.0,0.0,inf
43907,8.0,0.0,inf
43910,7.0,0.0,inf
43974,6.0,0.0,inf
43976,7.0,0.0,inf
44683,8.0,0.0,inf
44693,6.0,0.0,inf
43511,7.0,0.0,inf
43522,8.0,0.0,inf
43524,7.0,0.0,inf
43529,6.0,0.0,inf
43534,7.0,0.0,inf
43535,7.0,0.0,inf
43555,6.0,0.0,inf
45132,6.0,0.0,inf
45155,7.0,0.0,inf
45172,6.0,0.0,inf
45612,8.0,0.0,inf
43111,6.0,0.0,inf
43127,6.0,0.0,inf
43135,7.0,0.0,inf
43138,13.0,3.0,4.333333333333333
43144,6.0,0.0,inf
43149,8.0,1.0,8.0
43152,6.0,0.0,inf
43158,6.0,0.0,inf
43766,8.0,0.0,inf
45622,6.0,0.0,inf
45654,6.0,1.0,6.0
44610,6.0,0.0,inf
44611,7.0,0.0,inf
44624,9.0,0.0,inf
44627,8.0,0.0,inf
44628,7.0,0.0,inf
44633,6.0,0.0,inf
44661,6.0,0.0,inf
44676,8.0,0.0,inf
44681,10.0,0.0,inf
44689,7.0,0.0,inf
44690,6.0,0.0,inf
44807,7.0,2.0,3.5
44855,6.0,0.0,inf
44890,11.0,1.0,11.0
45613,7.0,0.0,inf
45621,6.0,0.0,inf
45640,16.0,0.0,inf
45672,6.0,0.0,inf
45692,8.0,0.0,inf
43913,6.0,0.0,inf
43938,6.0,0.0,inf
43939,6.0,0.0,inf
43944,8.0,0.0,inf
43948,7.0,0.0,inf
43952,15.0,0.0,inf
43953,17.0,0.0,inf
43961,6.0,0.0,inf
43963,7.0,0.0,inf
43964,9.0,0.0,inf
43005,6.0,0.0,inf
43014,7.0,1.0,7.0
43019,12.0,0.0,inf
43022,10.0,5.0,2.0
43028,11.0,0.0,inf
43037,6.0,0.0,inf
43080,10.0,0.0,inf
44813,12.0,2.0,6.0
44045,6.0,0.0,inf
44081,10.0,0.0,inf
45619,10.0,0.0,inf
45629,7.0,0.0,inf
45645,10.0,0.0,inf
45659,7.0,0.0,inf
45669,15.0,0.0,inf
45680,15.0,0.0,inf
45682,7.0,0.0,inf
45696,9.0,0.0,inf
43001,11.0,0.0,inf
43008,8.0,0.0,inf
43023,45.0,3.0,15.0
43025,13.0,0.0,inf
43033,6.0,0.0,inf
43056,14.0,3.0,4.666666666666667
43071,7.0,0.0,inf
43739,7.0,0.0,inf
43740,6.0,0.0,inf
43746,6.0,0.0,inf
43760,8.0,0.0,inf
43830,10.0,0.0,inf
43067,7.0,7.0,1.0
43311,17.0,2.0,8.5
43319,6.0,2.0,3.0
43324,9.0,0.0,inf
43333,7.0,0.0,inf
43358,7.0,0.0,inf
43360,7.0,0.0,inf
45334,8.0,1.0,8.0
44011,50.0,2.0,25.0
44028,19.0,0.0,inf
44044,18.0,1.0,18.0
44049,6.0,0.0,inf
44050,10.0,0.0,inf
44053,28.0,0.0,inf
44054,14.0,3.0,4.666666666666667
44055,8.0,0.0,inf
44074,16.0,5.0,3.2
44090,15.0,0.0,inf
44253,8.0,0.0,inf
44275,8.0,0.0,inf
44280,11.0,0.0,inf
43412,12.0,0.0,inf
43434,6.0,0.0,inf
43445,8.0,0.0,inf
43542,17.0,0.0,inf
43547,6.0,0.0,inf
43566,15.0,0.0,inf
43571,18.0,0.0,inf
43608,15.0,0.0,inf
43611,12.0,0.0,inf
43617,25.0,3.0,8.333333333333334
43619,12.0,0.0,inf
43620,11.0,0.0,inf
43029,6.0,0.0,inf
43151,6.0,0.0,inf
43162,11.0,1.0,11.0
44401,9.0,0.0,inf
44405,7.0,0.0,inf
44412,8.0,0.0,inf
44425,17.0,0.0,inf
44429,8.0,0.0,inf
44436,9.0,0.0,inf
44437,8.0,0.0,inf
44440,8.0,0.0,inf
44442,8.0,0.0,inf
44444,8.0,0.0,inf
44449,6.0,0.0,inf
44451,8.0,1.0,8.0
44452,10.0,0.0,inf
44471,10.0,0.0,inf
44481,13.0,1.0,13.0
44502,9.0,3.0,3.0
44505,14.0,0.0,inf
44507,8.0,0.0,inf
44509,9.0,0.0,inf
44672,7.0,0.0,inf
